time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
26:25:00	95100	46	46	0	81710	0	0	0	65640	0	46	0	16024	46	0	0	46
26:30:00	95400	52	53	0	81709	2	3	0	65639	6	26	0	16004	44	24	0	66
26:35:00	95700	25	25	0	81709	1	1	0	65639	11	0	0	16015	13	24	0	55
26:40:00	96000	21	21	0	81709	0	0	0	65639	6	0	0	16021	15	21	0	49
26:45:00	96300	13	17	0	81705	0	4	0	65635	7	0	0	16028	6	13	0	42
26:50:00	96600	17	18	0	81704	0	1	0	65634	8	0	0	16036	9	17	0	34
26:55:00	96900	18	18	0	81704	0	0	0	65634	7	0	0	16043	11	18	0	27
27:00:00	97200	5	5	0	81704	0	0	0	65634	5	0	0	16048	0	5	0	22
27:05:00	97500	2	2	0	81704	0	0	0	65634	2	0	0	16050	0	2	0	20
27:10:00	97800	5	5	0	81704	0	0	0	65634	5	0	0	16055	0	5	0	15
27:15:00	98100	5	5	0	81704	1	1	0	65634	4	0	0	16059	0	4	0	11
27:20:00	98400	8	8	0	81704	0	0	0	65634	8	0	0	16067	0	8	0	3
27:25:00	98700	3	4	0	81703	0	1	0	65633	3	0	0	16070	0	3	0	0
27:30:00	99000	54	56	0	81701	0	2	0	65631	1	47	0	16024	53	7	0	46
27:35:00	99300	18	18	0	81701	2	2	0	65631	5	1	0	16028	11	15	0	42
27:40:00	99600	15	15	0	81701	0	0	0	65631	5	0	0	16033	10	15	0	37
27:45:00	99900	13	18	0	81696	1	6	0	65626	7	0	0	16040	5	12	0	30
27:50:00	100200	9	9	0	81696	0	0	0	65626	4	0	0	16044	5	9	0	26
27:55:00	100500	18	18	0	81696	1	1	0	65626	5	0	0	16049	12	17	0	21
28:00:00	100800	4	4	0	81696	1	1	0	65626	3	0	0	16052	0	3	0	18
28:05:00	101100	1	1	0	81696	0	0	0	65626	1	0	0	16053	0	1	0	17
28:10:00	101400	2	2	0	81696	0	0	0	65626	2	0	0	16055	0	2	0	15
28:15:00	101700	7	7	0	81696	0	0	0	65626	7	0	0	16062	0	7	0	8
28:20:00	102000	5	5	0	81696	1	1	0	65626	4	0	0	16066	0	4	0	4
28:25:00	102300	4	4	0	81696	0	0	0	65626	4	0	0	16070	0	4	0	0
28:30:00	102600	18	18	0	81696	1	1	0	65626	0	16	0	16054	17	1	0	16
28:35:00	102900	6	7	0	81695	1	2	0	65625	2	0	0	16056	3	5	0	14
28:40:00	103200	5	5	0	81695	0	0	0	65625	2	0	0	16058	3	5	0	12
28:45:00	103500	7	16	0	81686	2	11	0	65616	0	0	0	16058	5	5	0	12
28:50:00	103800	4	8	0	81682	1	5	0	65612	3	0	0	16061	0	3	0	9
28:55:00	104100	5	5	0	81682	0	0	0	65612	1	0	0	16062	4	5	0	8
29:00:00	104400	4	4	0	81682	0	0	0	65612	4	0	0	16066	0	4	0	4
29:05:00	104700	0	0	0	81682	0	0	0	65612	0	0	0	16066	0	0	0	4
29:10:00	105000	0	0	0	81682	0	0	0	65612	0	0	0	16066	0	0	0	4
29:15:00	105300	0	0	0	81682	0	0	0	65612	0	0	0	16066	0	0	0	4
29:20:00	105600	4	4	0	81682	1	1	0	65612	3	0	0	16069	0	3	0	1
29:25:00	105900	1	1	0	81682	0	0	0	65612	1	0	0	16070	0	1	0	0
29:30:00	106200	1	1	0	81682	1	1	0	65612	0	0	0	16070	0	0	0	0
29:35:00	106500	41	41	0	81682	13	13	0	65612	1	21	0	16050	27	7	0	20
29:40:00	106800	11	11	0	81682	0	0	0	65612	4	0	0	16054	7	11	0	16
29:45:00	107100	9	40	0	81651	0	31	0	65581	5	0	0	16059	4	9	0	11
29:50:00	107400	4	15	0	81640	0	11	0	65570	3	0	0	16062	1	4	0	8
29:55:00	107700	3	7	0	81636	0	4	0	65566	2	0	0	16064	1	3	0	6
30:00:00	108000	0	0	74962	6674	0	0	65566	0	0	0	9390	6674	0	0	6	0
30:05:00	108300	0	0	0	6674	0	0	0	0	0	0	0	6674	0	0	0	0
